map_file=arena.map
agents=300
seed=0
random_problem=0
max_timestep=5000
max_comp_time=300000
24,2,5,26
10,42,25,45
27,14,38,1
20,29,11,44
10,22,23,7
45,7,9,15
41,41,5,25
32,19,39,43
45,30,36,10
19,12,29,41
37,32,3,23
21,3,19,7
39,23,34,37
18,27,42,37
35,15,36,11
22,45,31,25
14,1,37,27
6,28,1,11
41,12,12,28
7,25,9,19
33,6,20,18
10,46,7,24
28,45,4,26
11,38,3,14
39,28,26,38
23,24,14,35
19,3,14,41
4,34,28,26
13,24,25,34
27,37,34,22
40,7,9,44
4,18,32,4
23,13,36,40
1,14,37,34
13,29,46,18
11,23,11,38
15,28,44,31
10,19,8,37
39,32,47,30
2,38,6,44
30,25,14,45
44,14,43,13
33,40,39,42
47,35,6,9
42,41,3,5
16,20,26,6
6,13,46,2
25,19,11,30
39,42,32,23
47,36,42,38
24,37,33,37
1,6,41,36
44,28,19,10
41,19,13,10
9,3,12,9
27,8,17,5
23,7,43,21
7,11,26,42
34,39,20,35
34,35,35,27
23,43,24,15
8,35,36,16
1,5,21,24
27,26,4,28
43,42,7,25
5,19,26,7
33,44,13,46
19,32,26,18
33,30,40,25
2,13,21,13
38,37,38,44
23,45,12,2
11,3,44,37
23,17,31,4
7,2,21,29
12,1,5,33
29,30,6,37
18,26,13,37
39,27,16,38
4,41,25,24
23,21,7,16
46,40,25,2
41,45,4,11
21,22,22,7
44,35,10,2
12,36,24,36
25,30,14,3
16,10,21,26
30,9,21,11
18,9,10,8
6,15,21,32
17,24,26,10
38,44,17,13
13,38,32,8
17,36,40,45
1,23,30,7
30,26,35,30
38,7,29,34
14,47,20,28
34,20,10,1
44,41,8,34
3,15,38,22
40,34,41,26
11,17,21,35
34,27,10,17
33,28,45,5
45,40,6,11
21,9,4,24
42,39,8,47
15,44,29,21
15,5,33,29
26,35,23,42
13,44,39,26
5,46,34,41
35,6,8,9
6,14,38,19
34,43,17,29
43,33,19,21
32,24,24,6
4,5,26,13
2,36,4,43
5,29,2,3
40,16,8,11
30,10,5,47
33,12,21,21
11,31,32,13
37,39,14,43
27,41,46,25
40,26,45,32
38,38,18,19
42,24,10,3
11,2,28,13
18,6,35,46
9,28,26,25
3,20,2,41
7,24,1,45
38,16,16,12
8,42,47,39
24,36,7,15
29,39,6,39
42,34,30,24
46,35,11,15
42,46,20,3
45,9,13,1
43,21,2,39
40,5,15,30
30,35,37,44
35,25,45,1
47,8,45,38
22,14,19,23
18,14,9,35
20,20,46,23
41,4,34,28
23,18,13,23
24,3,31,37
6,10,3,18
39,25,11,4
37,33,26,23
44,16,13,31
46,33,23,28
43,20,17,14
37,38,46,38
38,6,26,5
35,43,5,2
35,31,38,18
3,18,27,33
22,11,47,29
30,40,22,5
20,5,25,19
38,18,37,18
28,9,22,3
37,36,45,7
36,1,12,4
14,5,36,9
27,32,40,39
38,25,33,39
30,47,28,11
18,13,18,3
25,24,10,44
10,5,27,39
5,17,7,41
7,5,35,19
3,16,44,9
24,34,17,4
31,6,8,39
21,44,44,32
12,16,29,9
36,33,11,33
6,39,6,27
29,8,32,44
6,20,32,25
20,8,27,12
28,30,25,15
22,7,25,42
19,46,41,12
10,8,15,13
46,1,13,44
19,15,21,12
11,21,45,36
41,34,14,21
37,18,14,46
25,2,41,19
16,46,37,31
45,18,33,41
9,35,23,35
26,22,14,4
9,19,38,7
14,35,46,39
46,13,5,35
40,1,40,24
5,42,31,9
18,46,5,4
43,9,18,7
37,41,22,16
39,29,11,26
27,23,10,19
38,19,25,21
13,20,37,2
43,16,11,1
43,32,8,2
9,20,32,39
10,44,23,12
21,24,5,18
5,38,28,25
12,35,42,6
20,13,16,24
42,23,5,14
44,40,31,36
23,22,27,41
19,7,21,30
14,14,35,23
36,30,29,16
15,35,46,47
7,17,4,33
34,10,46,3
35,16,21,9
2,40,3,37
22,15,43,9
34,3,46,8
36,12,13,43
21,20,23,30
9,8,1,36
36,19,4,19
6,37,39,24
26,4,28,35
40,22,35,47
13,10,24,17
43,23,23,3
4,45,18,46
28,7,12,3
27,34,28,21
18,5,8,23
18,38,23,38
14,20,18,45
28,35,37,20
3,40,25,40
5,37,33,12
16,44,21,44
13,31,29,2
12,31,22,39
46,26,37,21
23,31,6,18
15,43,27,31
7,3,29,28
9,46,47,20
23,27,39,2
11,46,18,4
25,27,42,33
13,42,39,22
31,28,31,46
6,17,18,2
1,12,36,39
11,39,30,43
27,9,39,37
10,1,33,9
10,16,13,47
24,33,7,17
28,24,38,38
6,33,5,36
22,12,40,18
31,3,36,20
31,40,29,10
29,4,17,3
24,17,1,14
14,45,36,47
26,44,29,43
26,16,35,45
20,43,13,24
46,9,37,3
19,24,32,30
9,33,43,39
34,5,40,17
7,23,35,5
25,39,21,33
44,32,10,36
38,43,14,15
32,39,43,37
11,29,25,30
20,2,15,41
45,2,43,46
