map_file=../instance/map/arena.map
agents=300
seed=0
random_problem=0
max_timestep=5000
max_comp_time=300000
9,44,10,34
37,11,19,25
4,6,32,35
40,3,28,5
8,41,34,8
44,15,30,22
40,38,24,26
45,43,41,37
4,29,29,28
14,37,10,3
1,3,13,43
10,11,13,13
28,15,20,27
4,35,47,41
9,24,4,26
10,29,9,7
16,4,14,17
8,44,40,41
9,29,19,11
30,37,1,11
14,6,33,39
16,40,13,45
32,37,38,31
37,18,33,36
11,10,41,34
21,34,28,38
30,18,10,38
35,28,35,4
4,2,26,23
29,26,24,25
31,4,9,36
17,38,29,43
43,32,7,20
18,29,9,25
1,43,30,8
21,19,44,38
36,7,18,5
22,20,9,22
46,40,29,4
30,34,23,41
24,5,9,8
32,21,38,24
24,10,29,6
5,9,32,22
25,30,29,21
13,40,2,38
37,17,22,45
14,31,6,32
19,37,25,5
19,10,10,18
31,39,8,20
42,44,8,25
8,2,8,10
7,35,32,27
33,7,22,44
22,26,28,22
9,31,42,37
17,46,15,40
12,10,20,28
36,38,44,17
13,10,45,33
26,11,45,8
39,24,34,13
39,10,17,29
23,29,7,28
46,19,33,20
4,26,26,34
16,21,2,21
6,40,21,40
20,31,43,27
7,44,34,2
38,21,4,1
37,5,14,30
8,27,42,16
13,23,30,15
44,18,47,14
47,38,18,46
8,34,19,39
47,35,19,28
24,31,13,33
42,16,4,4
25,24,24,29
8,22,15,5
30,38,5,31
47,40,4,46
5,12,5,37
21,8,12,42
5,21,44,41
31,25,36,37
9,45,42,34
9,15,7,5
16,11,20,18
33,40,3,37
47,25,39,41
20,16,42,15
12,38,41,32
33,38,29,23
47,12,47,46
44,29,27,29
40,23,46,15
43,2,43,12
46,35,2,39
37,29,43,44
18,42,9,17
34,6,5,35
14,26,11,1
24,16,45,22
14,30,4,17
15,39,12,36
16,20,25,34
40,13,32,28
29,45,18,37
2,35,4,21
36,46,43,43
30,14,39,29
3,5,11,5
32,23,47,39
27,11,22,8
45,7,30,20
12,45,35,12
27,22,1,14
42,8,13,23
9,12,44,20
15,36,8,21
23,14,35,18
41,17,5,12
6,1,2,14
10,23,39,19
45,44,4,42
35,25,39,34
42,13,25,2
13,19,5,39
34,26,46,22
39,15,45,24
17,9,45,30
7,4,32,12
22,5,18,39
12,9,38,19
45,11,23,44
37,33,28,13
13,5,31,45
6,34,20,24
4,20,42,8
40,34,6,41
12,29,15,8
40,18,12,14
40,20,39,6
25,41,38,8
1,24,21,31
27,15,18,14
33,13,15,24
37,38,41,43
3,10,11,31
36,28,35,29
8,23,18,45
10,35,36,42
31,36,27,6
11,14,13,42
42,26,40,2
17,37,22,2
44,34,43,33
29,43,26,41
7,46,38,12
47,7,47,5
34,45,44,18
45,6,5,24
45,15,21,32
45,37,44,36
12,47,40,34
18,20,12,30
18,7,21,37
43,27,18,10
24,43,47,43
46,11,5,41
13,22,45,41
9,37,11,21
30,5,39,11
39,5,33,46
10,2,15,42
20,8,22,29
41,33,10,14
46,18,5,27
9,17,3,31
9,23,21,2
17,41,7,23
12,34,35,16
8,19,18,38
17,19,27,28
17,45,29,3
24,38,12,25
14,15,39,28
6,47,7,42
32,11,39,1
46,28,19,38
24,6,41,3
38,46,41,14
20,27,12,34
11,41,24,21
32,40,36,27
47,45,2,34
27,25,28,32
15,4,31,9
27,12,39,39
40,21,41,28
37,8,44,32
12,19,42,11
26,17,37,24
4,37,47,38
37,41,42,20
31,30,35,33
28,18,10,23
7,39,3,27
26,40,8,28
3,30,38,1
3,27,16,11
25,3,40,38
39,3,16,24
10,26,37,31
6,18,5,20
28,31,23,15
12,27,20,17
33,19,20,7
34,40,8,47
33,10,42,46
26,12,18,41
28,9,16,14
43,14,31,24
44,32,27,31
5,25,7,19
23,35,5,2
3,20,36,47
17,42,9,28
18,22,36,29
34,19,24,17
34,34,16,30
8,21,34,4
18,41,42,42
2,25,36,21
41,42,29,10
35,17,40,40
17,39,14,28
26,28,40,16
37,28,35,26
13,2,6,23
34,22,30,7
26,42,19,10
30,45,2,12
43,29,43,5
17,43,14,33
35,5,42,13
25,44,8,1
16,29,4,16
13,36,19,16
39,33,15,43
13,3,42,9
24,35,12,46
39,43,4,43
40,29,46,5
35,41,36,18
12,2,30,17
1,36,17,9
9,25,8,16
4,25,25,30
40,12,17,10
1,40,33,8
45,5,14,10
30,36,40,14
25,19,38,29
14,43,20,35
8,5,19,22
40,5,10,47
44,33,26,12
19,12,15,29
13,25,2,45
2,21,26,7
16,5,2,44
39,26,23,14
34,24,41,1
5,8,7,29
18,24,43,41
41,27,27,36
3,43,37,3
20,18,3,21
10,34,30,44
40,6,8,29
21,25,24,20
3,36,44,16
47,43,34,3
10,18,1,37
25,35,28,12
20,25,39,14
35,39,25,19
46,5,4,9
29,32,6,20
17,36,21,27
30,42,31,43
42,38,11,12
28,43,5,18
38,44,40,28
24,40,5,1
